1433255388 0 0 0 0 1744
1433255541 0 0 0 0 1744
1433255750 0 0 0 0 1744
1433255877 165 0 0 0 1744
1433255949 165 0 0 0 1744
1433256074 191 0 0 0 1744
1433264289 221 0 0 0 1744
1433267382 221 51 0 0 1744
1433268448 221 51 0 0 1744
1433271353 251 51 0 0 1744
1433271366 251 51 0 0 1744
1433272909 258 51 0 0 1744
1433273290 273 51 0 0 1744
1433276594 273 63 0 0 1744
1433334586 274 63 0 0 1744
1433334589 274 63 0 0 1744
1433336264 274 163 0 0 1744
1433336543 274 175 0 0 1744
1433336581 286 175 0 0 1744
1433336583 286 175 0 0 1744
1433337606 338 175 0 0 1744
1433337725 338 175 5 0 1744
1433337756 355 175 5 0 1744
1433337765 355 175 5 0 1744
1433338359 355 175 9 0 1744
1433338375 355 175 10 0 1744
1433340055 355 188 10 0 1744
1433340085 355 188 10 0 1744
1433341405 432 188 10 0 1744
1433341769 432 188 10 0 1744
1433342975 432 206 10 0 1744
1433343098 462 206 10 0 1744
1433343176 462 206 10 0 1744
1433348853 527 206 10 0 1744
1433349923 570 206 10 0 1744
1433353409 590 206 10 0 1744
1433364701 635 206 10 0 1744
1433364843 639 206 10 0 1744
1433381204 674 206 10 0 1744
1433386425 685 206 10 0 1744
1433422835 718 206 10 0 1744
1433423629 756 206 10 0 1744
1433424692 756 228 10 0 1744
1433425091 756 228 10 0 1744
1433425762 757 228 10 0 1744
1433431194 757 286 10 0 1744
1433431222 757 286 10 0 1744
1433431307 767 286 10 0 1744
1433431374 767 286 10 0 1744
1433434904 767 357 10 0 1744
1433436424 767 374 10 0 1744
1433438912 928 374 10 0 1744
1433447793 1049 374 10 0 1744
1433447882 1049 444 10 0 1744
1433451318 1070 444 10 0 1744
1433766932 1070 457 10 0 1744
1433768125 1070 498 10 0 1744
1433775359 1070 554 10 0 1744
1433776089 1105 554 10 0 1744
1433778574 1109 554 10 0 1744
1433778934 1109 554 10 0 1744
1433779008 1109 554 10 0 1744
1433779978 1109 584 10 0 1744
1433780426 1131 584 10 0 1744
1433780623 1131 584 10 0 1744
1433781721 1150 584 10 0 1744
1433782331 1204 584 10 0 1744
1433788229 1266 584 10 0 1744
1433788281 1266 672 10 0 1744
1433788688 1266 672 10 0 1744
1433788988 1266 674 10 0 1744
1433789730 1268 674 10 0 1744
1433791961 1268 692 10 0 1744
1433792093 1268 692 10 0 1744
1433793969 1293 692 10 0 1744
1433854608 1293 715 10 0 1744
