1433255388 0 0 0 0 1
1433255541 1 0 0 0 1
1433255750 2 0 0 0 1
1433255877 3 0 0 0 1
1433255949 4 0 0 0 1
1433256074 5 0 0 0 1
1433264289 6 0 0 0 1
1433267382 6 1 0 0 1
1433268448 6 2 0 0 1
1433271353 7 2 0 0 1
1433271366 8 2 0 0 1
1433272909 9 2 0 0 1
1433273290 10 2 0 0 1
1433276594 10 3 0 0 1
1433334586 11 3 0 0 1
1433334589 12 3 0 0 1
1433336264 12 4 0 0 1
1433336543 12 5 0 0 1
1433336581 13 5 0 0 1
1433336583 14 5 0 0 1
1433337606 15 5 0 0 1
1433337725 15 5 1 0 1
1433337756 16 5 1 0 1
1433337765 17 5 1 0 1
1433338359 17 5 2 0 1
1433338375 17 5 3 0 1
1433340055 17 6 3 0 1
1433340085 17 7 3 0 1
1433341405 18 7 3 0 1
1433341769 19 7 3 0 1
1433342975 19 8 3 0 1
1433343098 20 8 3 0 1
1433343176 21 8 3 0 1
1433348853 22 8 3 0 1
1433349923 23 8 3 0 1
1433353409 24 8 3 0 1
1433364701 25 8 3 0 1
1433364843 26 8 3 0 1
1433381204 27 8 3 0 1
1433386425 28 8 3 0 1
1433422835 29 8 3 0 1
1433423629 30 8 3 0 1
1433424692 30 9 3 0 1
1433425091 30 10 3 0 1
1433425762 31 10 3 0 1
1433431194 31 11 3 0 1
1433431222 31 12 3 0 1
1433431307 32 12 3 0 1
1433431374 33 12 3 0 1
1433434904 33 13 3 0 1
1433436424 33 14 3 0 1
1433438912 34 14 3 0 1
1433447793 35 14 3 0 1
1433447882 35 15 3 0 1
1433451318 36 15 3 0 1
1433766932 36 16 3 0 1
1433768125 36 17 3 0 1
1433775359 36 18 3 0 1
1433776089 37 18 3 0 1
1433778574 38 18 3 0 1
1433778934 39 18 3 0 1
1433779008 39 18 4 0 1
1433779978 39 19 4 0 1
1433780426 40 19 4 0 1
1433780623 41 19 4 0 1
1433781721 42 19 4 0 1
1433782331 43 19 4 0 1
1433788229 44 19 4 0 1
1433788281 44 20 4 0 1
1433788688 44 21 4 0 1
1433788988 44 22 4 0 1
1433789730 45 22 4 0 1
1433791961 45 23 4 0 1
1433792093 45 24 4 0 1
1433793969 46 24 4 0 1
1433854608 46 25 4 0 1
1433854635 46 26 4 0 1
1433861211 47 26 4 0 1
1433861381 47 27 4 0 1
1433861737 47 28 4 0 1
1433864269 47 29 4 0 1
1433864609 48 29 4 0 1
1433865171 49 29 4 0 1
1433865600 50 29 4 0 1
1433865689 51 29 4 0 1
1433865699 52 29 4 0 1
1433865790 52 30 4 0 1
1433865795 52 31 4 0 1
1433867523 53 31 4 0 1
1433867553 53 32 4 0 1
1433867556 53 33 4 0 1
1433875591 54 33 4 0 1
1433875628 54 34 4 0 1
1433875633 54 35 4 0 1
1433875749 55 35 4 0 1
1433876524 56 35 4 0 1
1433876595 57 35 4 0 1
1433877268 58 35 4 0 1
1433877807 58 36 4 0 1
1433877833 58 37 4 0 1
1433878056 58 38 4 0 1
1433883561 59 38 4 0 1
1433883574 60 38 4 0 1
1433906052 61 38 4 0 1
1433938701 61 39 4 0 1
1433938733 61 40 4 0 1
1433939862 61 41 4 0 1
1433940690 61 42 4 0 1
1433941024 62 42 4 0 1
1433941034 63 42 4 0 1
1433943893 63 43 4 0 1
1433943909 63 44 4 0 1
1433946030 64 44 4 0 1
1433946039 65 44 4 0 1
1433946713 66 44 4 0 1
1433946755 66 45 4 0 1
1433946758 66 46 4 0 1
1433946837 67 46 4 0 1
1433946849 67 47 4 0 1
1433951147 67 48 4 0 1
1433955559 68 48 4 0 1
1433955568 69 48 4 0 1
1433955590 70 48 4 0 1
1433955692 71 48 4 0 1
1433957207 72 48 4 0 1
1433958032 73 48 4 0 1
1433959409 74 48 4 0 1
1433960902 75 48 4 0 1
1433962340 75 48 5 0 1
1433963017 75 48 6 0 1
1433964966 76 48 6 0 1
1433964979 77 48 6 0 1
1433965038 77 49 6 0 1
1433965053 77 50 6 0 1
1433968072 78 50 6 0 1
1433968082 79 50 6 0 1
1433968184 80 50 6 0 1
1433969097 81 50 6 0 1
1433969684 82 50 6 0 1
1434028789 82 51 6 0 1
1434028872 82 52 6 0 1
1434029704 83 52 6 0 1
1434029724 84 52 6 0 1
1434029734 85 52 6 0 1
1434030892 85 53 6 0 1
1434030905 85 54 6 0 1
1434031212 85 55 6 0 1
1434031516 86 55 6 0 1
1434031528 87 55 6 0 1
1434031888 87 55 7 0 1
1434031896 87 55 8 0 1
1434031923 88 55 8 0 1
1434035486 89 55 8 0 1
1434035701 89 55 9 0 1
1434035809 89 56 9 0 1
1434035819 89 57 9 0 1
1434036500 89 57 10 0 1
1434039278 89 58 10 0 1
1434039292 89 59 10 0 1
1434039944 89 60 10 0 1
1434040087 89 61 10 0 1
1434040804 90 61 10 0 1
1434040859 91 61 10 0 1
1434041174 92 61 10 0 1
1434041255 92 62 10 0 1
1434041386 92 63 10 0 1
1434041925 92 64 10 0 1
1434041976 93 64 10 0 1
1434042052 94 64 10 0 1
1434042262 94 64 11 0 1
1434043889 95 64 11 0 1
1434044031 96 64 11 0 1
1434044630 96 65 11 0 1
1434045509 96 66 11 0 1
1434045525 96 66 12 0 1
1434046994 96 67 12 0 1
1434047523 96 68 12 0 1
1434376825 96 69 12 0 1
1434388307 96 70 12 0 1
1434388595 96 71 12 0 1
1434390352 97 71 12 0 1
1434392340 98 71 12 0 1
1434392591 98 72 12 0 1
1434392837 99 72 12 0 1
1434393328 99 72 13 0 1
1434394099 100 72 13 0 1
1434394119 101 72 13 0 1
1434395206 102 72 13 0 1
1434395348 103 72 13 0 1
1434395778 104 72 13 0 1
1434396061 104 73 13 0 1
1434397171 105 73 13 0 1
1434397274 106 73 13 0 1
1434397547 106 74 13 0 1
1434459415 107 74 13 0 1
1434460563 107 75 13 0 1
1434461708 107 76 13 0 1
1434461858 108 76 13 0 1
1434462967 109 76 13 0 1
1434463223 110 76 13 0 1
1434465653 111 76 13 0 1
1434466710 112 76 13 0 1
1434466720 113 76 13 0 1
1434466905 114 76 13 0 1
1434468930 115 76 13 0 1
